"sim_id","method","date","median_rt","q025_rt","q975_rt"
1,"RtEstim",17,1.50652939767931,0.639578062990739,2.37348073236787
1,"RtEstim",18,1.52394562144782,0.674161893552993,2.37372934934265
1,"RtEstim",19,1.53922876392209,0.704172646515717,2.37428488132847
1,"RtEstim",20,1.55232033739098,0.72241012414391,2.38223055063805
1,"RtEstim",21,1.5631743343943,0.731340576687798,2.39500809210081
1,"RtEstim",22,1.57175774120207,0.741034201173484,2.40248128123065
1,"RtEstim",23,1.57805075136925,0.760284413569506,2.39581708916899
1,"RtEstim",24,1.58204665120235,0.781514440315648,2.38257886208905
1,"RtEstim",25,1.58375133908576,0.805645413248023,2.36185726492349
1,"RtEstim",26,1.58501644779701,0.819908736298507,2.35012415929552
1,"RtEstim",27,1.58612297220909,0.835518936595034,2.33672700782315
1,"RtEstim",28,1.5870961336072,0.854586824997497,2.31960544221691
1,"RtEstim",29,1.58795707059364,0.867285918101312,2.30862822308597
1,"RtEstim",30,1.5887221896279,0.868946835781863,2.30849754347394
1,"RtEstim",31,1.5894012917446,0.867667749325424,2.31113483416377
1,"RtEstim",32,1.58999602534911,0.867271112139722,2.3127209385585
1,"RtEstim",33,1.59049879097174,0.866741955858076,2.31425562608541
1,"RtEstim",34,1.59089218600718,0.865097897608832,2.31668647440554
1,"RtEstim",35,1.59114908273176,0.868158325603212,2.3141398398603
1,"RtEstim",36,1.59123337327061,0.877000447202676,2.30546629933855
1,"RtEstim",37,1.59110127095274,0.886401924691956,2.29580061721352
1,"RtEstim",38,1.59070308740733,0.895245859426713,2.28616031538795
1,"RtEstim",39,1.58998541669977,0.906048812924984,2.27392202047455
1,"RtEstim",40,1.58889355739286,0.917660061489774,2.26012705329595
1,"RtEstim",41,1.58737397396321,0.930930822490823,2.2438171254356
1,"RtEstim",42,1.58537662225447,0.942374040755412,2.22837920375352
1,"RtEstim",43,1.58285699369391,0.949039212917079,2.21667477447074
1,"RtEstim",44,1.57977774985715,0.954129822967223,2.20542567674708
1,"RtEstim",45,1.57610986146251,0.959009879563898,2.19320984336113
1,"RtEstim",46,1.5718333098146,0.963621478801407,2.1800451408278
1,"RtEstim",47,1.5669374666958,0.970237152986071,2.16363778040553
1,"RtEstim",48,1.56142128531143,0.977766634807684,2.14507593581517
1,"RtEstim",49,1.55529346505126,0.985320666553646,2.12526626354888
1,"RtEstim",50,1.5485726655731,0.990468962192485,2.10667636895371
1,"RtEstim",51,1.54128777489022,0.992293819254884,2.09028173052556
1,"RtEstim",52,1.5334781125994,0.995110563313944,2.07184566188485
1,"RtEstim",53,1.52519337516808,0.998435150469197,2.05195159986697
1,"RtEstim",54,1.516493164067,1.00084364164951,2.03214268648449
1,"RtEstim",55,1.50744581972374,1.00228396682294,2.01260767262453
1,"RtEstim",56,1.49812628950046,1.00299981259727,1.99325276640365
1,"RtEstim",57,1.4886128770291,1.00474003560036,1.97248571845785
1,"RtEstim",58,1.47898287702156,1.00693350809754,1.95103224594558
1,"RtEstim",59,1.46930728130026,1.00725874082754,1.93135582177297
1,"RtEstim",60,1.45964493557637,1.00650535226157,1.91278451889118
1,"RtEstim",61,1.45003684187225,1.00521248774353,1.89486119600098
1,"RtEstim",62,1.44050147013142,1.00468350400604,1.87631943625679
1,"RtEstim",63,1.43103201259045,1.00496719455706,1.85709683062384
1,"RtEstim",64,1.42159638792518,1.00414876877178,1.83904400707858
1,"RtEstim",65,1.41214062562879,1.00301504344194,1.82126620781565
1,"RtEstim",66,1.40259305705376,1.00229977823551,1.80288633587202
1,"RtEstim",67,1.392134575474,1.00135868599868,1.78291046494933
1,"RtEstim",68,1.38071626999578,0.999324618144491,1.76210792184706
1,"RtEstim",69,1.36830940509923,0.996645864648255,1.7399729455502
1,"RtEstim",70,1.35491296150598,0.993048501695831,1.71677742131612
1,"RtEstim",71,1.34055611725566,0.989142854243504,1.69196938026782
1,"RtEstim",72,1.32529511523823,0.984438472509232,1.66615175796722
1,"RtEstim",73,1.30920539607509,0.978344415060369,1.64006637708982
1,"RtEstim",74,1.29237105904837,0.970681266416008,1.61406085168073
1,"RtEstim",75,1.27487446256186,0.961658391472343,1.58809053365137
1,"RtEstim",76,1.25678864233063,0.951506936914791,1.56207034774647
1,"RtEstim",77,1.2384638945115,0.940403172474374,1.53652461654863
1,"RtEstim",78,1.2199359499641,0.928113178826516,1.51175872110169
1,"RtEstim",79,1.20123185407062,0.91589175777319,1.48657195036805
1,"RtEstim",80,1.18258909170017,0.904012686614616,1.46116549678573
1,"RtEstim",81,1.16402405144812,0.891393124482583,1.43665497841366
1,"RtEstim",82,1.14554449256802,0.87859696828601,1.41249201685004
1,"RtEstim",83,1.12715626797407,0.865250708177089,1.38906182777105
1,"RtEstim",84,1.10886188035334,0.851541821987814,1.36618193871886
1,"RtEstim",85,1.09065870822048,0.837811316089404,1.34350610035155
1,"RtEstim",86,1.07253740060436,0.824023713667832,1.32105108754089
1,"RtEstim",87,1.0544807877197,0.810056490217614,1.29890508522179
1,"RtEstim",88,1.03646364312111,0.795761124310033,1.27716616193219
1,"RtEstim",89,1.01845370393857,0.781109952897937,1.2557974549792
1,"RtEstim",90,1.00041438688431,0.765802124262885,1.23502664950574
1,"RtEstim",91,0.982309490616219,0.750314895651328,1.21430408558111
1,"RtEstim",92,0.964109738901869,0.734612743076846,1.19360673472689
1,"RtEstim",93,0.945800214576436,0.71881876074948,1.17278166840339
1,"RtEstim",94,0.927386673295525,0.70275508498447,1.15201826160658
1,"RtEstim",95,0.908897874569543,0.686105261305445,1.13169048783364
1,"RtEstim",96,0.890381318667721,0.669232019899555,1.11153061743589
1,"RtEstim",97,0.871893095869392,0.652043408916994,1.09174278282179
1,"RtEstim",98,0.854254777167861,0.635315526954228,1.07319402738149
1,"RtEstim",99,0.837803709740889,0.619580925141343,1.05602649434044
1,"RtEstim",100,0.822492334618584,0.604612830340471,1.0403718388967
1,"RtEstim",101,0.808276952563333,0.590184409835975,1.02636949529069
1,"RtEstim",102,0.795121316113543,0.576541681588305,1.01370095063878
1,"RtEstim",103,0.782995365682151,0.563688747558047,1.00230198380626
1,"RtEstim",104,0.771871451203175,0.551571468576362,0.992171433829988
1,"RtEstim",105,0.761720595909384,0.540226545813009,0.98321464600576
1,"RtEstim",106,0.752510375094855,0.529486370456716,0.975534379732995
1,"RtEstim",107,0.744204802258905,0.519180908463588,0.969228696054222
1,"RtEstim",108,0.736765805532897,0.509920584660805,0.963611026404988
1,"RtEstim",109,0.730155531941135,0.501317478358721,0.958993585523549
1,"RtEstim",110,0.724338730428994,0.493296476615122,0.955380984242866
1,"RtEstim",111,0.718582715667505,0.485603031365391,0.95156239996962
1,"RtEstim",112,0.712877240706894,0.47814887090374,0.947605610510049
1,"RtEstim",113,0.707216434673426,0.471003673004878,0.943429196341974
1,"RtEstim",114,0.701598847968122,0.464002658677682,0.939195037258561
1,"RtEstim",115,0.696027029546968,0.457162414485071,0.934891644608864
1,"RtEstim",116,0.690506680577008,0.45041564467289,0.930597716481126
1,"RtEstim",117,0.685045567949681,0.443820287689821,0.926270848209541
1,"RtEstim",118,0.679652393738263,0.4370950491714,0.922209738305126
1,"RtEstim",119,0.674335795619013,0.430431323247204,0.918240267990822
1,"RtEstim",120,0.669103600128395,0.424025366746926,0.914181833509864
1,"RtEstim",121,0.663962382269991,0.417614550004612,0.910310214535369
1,"RtEstim",122,0.658917315555349,0.411606981831859,0.906227649278838
1,"RtEstim",123,0.653972247397404,0.405973170476159,0.901971324318649
1,"RtEstim",124,0.649129904287866,0.400203347584254,0.898056460991478
1,"RtEstim",125,0.644392131072375,0.394750098614908,0.894034163529843
1,"RtEstim",126,0.639978647584023,0.388341899975209,0.891615395192836
1,"RtEstim",127,0.635885620845551,0.38161571294508,0.890155528746023
1,"RtEstim",128,0.632108997429242,0.374980574190064,0.889237420668421
1,"RtEstim",129,0.628644288578423,0.369025963966344,0.888262613190502
1,"RtEstim",130,0.625486296953542,0.363787144920952,0.887185448986132
1,"RtEstim",131,0.622628860765386,0.358679736749453,0.886577984781319
1,"RtEstim",132,0.620064682793614,0.352956780450325,0.887172585136904
1,"RtEstim",133,0.617785297023768,0.346165909169204,0.889404684878333
1,"RtEstim",134,0.615781202142874,0.337933814070939,0.893628590214809
1,"RtEstim",135,0.614042160351907,0.327520252515157,0.900564068188657
1,"RtEstim",136,0.612557631594572,0.316550505899931,0.908564757289213
1,"RtEstim",137,0.611317291643225,0.305062923208536,0.917571660077914
1,"RtEstim",138,0.610311570018348,0.293568511692585,0.927054628344111
1,"RtEstim",139,0.609532151187755,0.284126055790464,0.934938246585046
1,"RtEstim",140,0.60897239093684,0.275533120495272,0.942411661378408
1,"RtEstim",141,0.608627620520241,0.270030432742059,0.947224808298423
1,"RtEstim",142,0.608495309051082,0.266634180977681,0.950356437124483
1,"RtEstim",143,0.608575084186824,0.264288181047134,0.952861987326513
1,"RtEstim",144,0.608868605753809,0.262346695653451,0.955390515854167
1,"RtEstim",145,0.609379300720648,0.255259696949464,0.963498904491832
1,"RtEstim",146,0.610111985160921,0.238565979507921,0.981657990813921
1,"RtEstim",147,0.611072396309314,0.203367606002697,1.01877718661593
1,"RtEstim",148,0.612266674241294,0.134391378999251,1.09014196948334
1,"RtEstim",149,0.613700816839208,0.0190704830812367,1.20833115059718
1,"RtEstim",150,0.615380126897827,0,1.38181883503383
