"sim_id","method","date","median_rt","q025_rt","q975_rt"
1,"RtEstim",8,2.05248267590881,1.17197127594323,2.93299407587438
1,"RtEstim",9,2.11639791240245,1.35472805267684,2.87806777212806
1,"RtEstim",10,2.164400892652,1.50034869895323,2.82845308635076
1,"RtEstim",11,2.1953284183133,1.65136289056209,2.7392939460645
1,"RtEstim",12,2.20842381010893,1.77343990834472,2.64340771187313
1,"RtEstim",13,2.19742388910229,1.85763472454404,2.53721305366054
1,"RtEstim",14,2.16275663538954,1.89925527892229,2.4262579918568
1,"RtEstim",15,2.10568240865796,1.90244678173425,2.30891803558166
1,"RtEstim",16,2.02819835490392,1.86983099469321,2.18656571511463
1,"RtEstim",17,1.93282811411613,1.80753891797861,2.05811731025364
1,"RtEstim",18,1.82234857503772,1.72303394381364,1.92166320626179
1,"RtEstim",19,1.69961011684063,1.61859650617983,1.78062372750143
1,"RtEstim",20,1.56758475536194,1.500798860877,1.63437064984688
1,"RtEstim",21,1.42955184026175,1.37311527923232,1.48598840129118
1,"RtEstim",22,1.28908557579079,1.24024870117553,1.33792245040604
1,"RtEstim",23,1.14967216699651,1.10569448724624,1.19364984674679
1,"RtEstim",24,1.02237526714548,0.981655296195037,1.06309523809593
1,"RtEstim",25,0.906531286786635,0.867574568327569,0.945488005245701
1,"RtEstim",26,0.801392913412712,0.763073983819297,0.839711843006127
1,"RtEstim",27,0.706273621766067,0.667521675870483,0.745025567661651
1,"RtEstim",28,0.631535924371687,0.591127054700865,0.671944794042509
1,"RtEstim",29,0.572977479792046,0.529626830220986,0.616328129363105
1,"RtEstim",30,0.52747488712882,0.480132165206845,0.574817609050794
1,"RtEstim",31,0.492713526547402,0.440273373378576,0.545153679716228
1,"RtEstim",32,0.467002811759962,0.407683565743008,0.526322057776916
1,"RtEstim",33,0.449142772969031,0.381478354883195,0.516807191054868
1,"RtEstim",34,0.438327633826648,0.36074840401321,0.515906863640085
1,"RtEstim",35,0.434080249763079,0.344484505086041,0.523675994440117
1,"RtEstim",36,0.436213284600611,0.33311798011134,0.539308589089883
1,"RtEstim",37,0.444813825477222,0.326071582547411,0.563556068407032
1,"RtEstim",38,0.454200213704636,0.317618178543804,0.590782248865469
1,"RtEstim",39,0.463339099190565,0.310628686641834,0.616049511739296
1,"RtEstim",40,0.472185786893834,0.301211874534524,0.643159699253144
1,"RtEstim",41,0.480701503531457,0.293722614895184,0.66768039216773
1,"RtEstim",42,0.488856133697546,0.284293487382035,0.693418780013056
1,"RtEstim",43,0.496628705218731,0.273258992197632,0.719998418239829
1,"RtEstim",44,0.504006191978103,0.267698387663219,0.740313996292987
1,"RtEstim",45,0.510981475070283,0.262716470960186,0.75924647918038
1,"RtEstim",46,0.517551204996466,0.253353821700725,0.781748588292208
1,"RtEstim",47,0.523713833571202,0.24695536810432,0.800472299038085
1,"RtEstim",48,0.529468079384382,0.236839993307335,0.822096165461429
1,"RtEstim",49,0.534811891491583,0.229861879601082,0.839761903382083
1,"RtEstim",50,0.539741914919176,0.223302563872094,0.856181265966258
1,"RtEstim",51,0.544253303352792,0.229635305724,0.858871300981584
1,"RtEstim",52,0.548339795710728,0.231473979833132,0.865205611588325
1,"RtEstim",53,0.551993869588205,0.216245392335588,0.887742346840822
1,"RtEstim",54,0.555207047881087,0.213945249217454,0.896468846544721
1,"RtEstim",55,0.557970350912647,0.205925823864894,0.9100148779604
1,"RtEstim",56,0.560274681777457,0.189990735831011,0.930558627723903
1,"RtEstim",57,0.562111210876297,0.187774999120277,0.936447422632317
1,"RtEstim",58,0.563471730596982,0.160488642210876,0.966454818983089
1,"RtEstim",59,0.564348942051123,0.152364234346678,0.976333649755568
1,"RtEstim",60,0.564736703594823,0.157135631972989,0.972337775216658
1,"RtEstim",61,0.564630221695758,0.153659346631626,0.97560109675989
1,"RtEstim",62,0.564026206192443,0.129640232566461,0.998412179818426
1,"RtEstim",63,0.562922986549207,0.0901914599236233,1.03565451317479
1,"RtEstim",64,0.561320576965554,0.123249764107476,0.999391389823632
1,"RtEstim",65,0.559220696171045,0.111497357117679,1.00694403522441
1,"RtEstim",66,0.556626816600302,0.0769974076470979,1.03625622555351
1,"RtEstim",67,0.553544149386553,0.0450558793433647,1.06203241942974
1,"RtEstim",68,0.54997958984534,0.00586407500445096,1.09409510468623
